id,text,InformationType_label,ProcessedText
4043,So i got hired today rite away and start tomorrow at my new job,1,so i got hired today rite away and start tomorrow at my new job
7501,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/1xsVyjqnJg,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/1xsvyjqnjg
6538,Last day at my present job start my new position Monday!  Both happy and a bit melancholy been working with these folks for almost 10 yrs,1,last day at my present job start my new position monday!  both happy and a bit melancholy been working with these folks for almost 10 yrs
1065,I am Looking for work in the Oakland California area.https://t.co/GYOhEV0xqG#JobListing #JobOpening #JobTips #Résumé,0,i am looking for work in the oakland california area.https://t.co/gyohev0xqg#joblisting #jobopening #jobtips #résumé
150,I didnt get fired but I just got hired.,1,i didnt get fired but i just got hired.
7588,I have been Hired by Exeter. #FootballManager,1,i have been hired by exeter. #footballmanager
5693,I finished at Barnes and Noble yesterday. I start my new job Monday. Enjoying 2 days of being an unemployed bum.,1,i finished at barnes and noble yesterday. i start my new job monday. enjoying 2 days of being an unemployed bum.
3309,My club fired me last night I called this morning and told them Im filing a lawsuit they rehired me so fast😩😂😂😂,1,my club fired me last night i called this morning and told them im filing a lawsuit they rehired me so fast😩😂😂😂
7669,Searching for a new #job this weekend? Grab a ☕️ and check out our open positions: https://t.co/CTSsx0oI9o https://t.co/bwwDBdg8Gs,0,searching for a new #job this weekend? grab a ☕️ and check out our open positions: https://t.co/ctssx0oi9o https://t.co/bwwdbdg8gs
5002,I am late on my first day at my new job and Im prob gonna get fired already I suck,1,i am late on my first day at my new job and im prob gonna get fired already i suck
4731,Why dont people want to hire in the middle of the summer??? Broke life aint fun,0,why dont people want to hire in the middle of the summer??? broke life aint fun
2032,Looking for a great career? Get Hired! https://t.co/1vxCFQSFja  #jobs #trending #jobsearch #career #job #gethired #hired #job #RT #CEO #CFO https://t.co/srkvLSYBqg,0,looking for a great career? get hired! https://t.co/1vxcfqsfja  #jobs #trending #jobsearch #career #job #gethired #hired #job #rt #ceo #cfo https://t.co/srkvlsybqg
1025,Interested in a #job in #Kentucky 20005? This could be a great fit: https://t.co/qJpKzeZIWg #NowHiring #GetHired #SupplyChain #Hiring,0,interested in a #job in #kentucky 20005? this could be a great fit: https://t.co/qjpkzeziwg #nowhiring #gethired #supplychain #hiring
7071,Went from quitting my job to being out of work for 2 months and now I have 2 jobs,1,went from quitting my job to being out of work for 2 months and now i have 2 jobs
247,got hired to be tutor in my summer statistics class even though I know as much about statistics as the guy Im tutoring,1,got hired to be tutor in my summer statistics class even though i know as much about statistics as the guy im tutoring
6841,First night at my new job was so much fun... Yaaaay Michelles not unemployed anymore!!!!😝,1,first night at my new job was so much fun... yaaaay michelles not unemployed anymore!!!!😝
192,i got hired on the spot by Mister E...or just E the finance guy who worked at HYundai Mazda and @HarrelsonNissan ask tre about E,1,i got hired on the spot by mister e...or just e the finance guy who worked at hyundai mazda and @harrelsonnissan ask tre about e
2559,Looking for a teaching or education position? @cityyear @cschools &amp; @AUSLChicago are attending the Winter Career &amp; Internship Fair,0,looking for a teaching or education position? @cityyear @cschools &amp; @auslchicago are attending the winter career &amp; internship fair
5738,I’ve been unemployed for 3 days and i am already so bored. can’t wait to start my new job monday.,1,i’ve been unemployed for 3 days and i am already so bored. can’t wait to start my new job monday.
1673,Got fired got hired and quit a job all in the same day 😂 aint that some SHITTT,1,got fired got hired and quit a job all in the same day 😂 aint that some shittt
1709,everett says: I was laid off in Aug 2012 with the intention of not filing for unemployment but still dont have... http://t.co/FY6ZiAEs,0,everett says: i was laid off in aug 2012 with the intention of not filing for unemployment but still dont have... http://t.co/fy6ziaes
3544,I GOT A JOB MY CO OP TEACH CAN NO LONGER SHAME ME IN THE ART OF UNEMPLOYMENT,1,i got a job my co op teach can no longer shame me in the art of unemployment
7600,Recently laid off? Check out the #ILworkNet Layoff Recovery Guide to get back on track with your employment goals! https://t.co/5RUFutgcF8,0,recently laid off? check out the #ilworknet layoff recovery guide to get back on track with your employment goals! https://t.co/5rufutgcf8
325,I am looking for a self employed IFA who may want to work for a new dynamic wealth management company based in Nottingham. Know any??,0,i am looking for a self employed ifa who may want to work for a new dynamic wealth management company based in nottingham. know any??
2237,I was employed and now im unemployed again. #walmart #seasonal #temp lmao.,0,i was employed and now im unemployed again. #walmart #seasonal #temp lmao.
243,Got hired for a new job today. Pays $4 more than my current job full time + benefits. Moving up in the world!,1,got hired for a new job today. pays $4 more than my current job full time + benefits. moving up in the world!
3964,oh right my boss emailed me today ASKING IF I WANT TO GET REHIRED FUCK YEAH I DO,0,oh right my boss emailed me today asking if i want to get rehired fuck yeah i do
3024,just started my new job and some bitch i work with decided to tell me that my bf fucked her in HS? Like ok? Do you want a cookie?,1,just started my new job and some bitch i work with decided to tell me that my bf fucked her in hs? like ok? do you want a cookie?
2983,Weird state of my life. Yesterday I was being interviewed for a position today I was interviewing people for a position.,1,weird state of my life. yesterday i was being interviewed for a position today i was interviewing people for a position.
4978,I got fired from my job today!  Its about time!  I hated that place,0,i got fired from my job today!  its about time!  i hated that place
2801,Went applying today got hired on the spot. Worked a 12 hours shift now Im tired af,1,went applying today got hired on the spot. worked a 12 hours shift now im tired af
4779,I #need #cash #fast but i am unemployed https://t.co/j8o355OMXz,0,i #need #cash #fast but i am unemployed https://t.co/j8o355omxz
7017,I fired my employer today,0,i fired my employer today
295,Got hired right after I interviewed,1,got hired right after i interviewed
2371,Anyone know of places hiring?!,0,anyone know of places hiring?!
4738,Does anyone know of anyone hiring? I am looking for a part time/ full time gig during the midnight hours. Anyone? Anything? #WesternMass,0,does anyone know of anyone hiring? i am looking for a part time/ full time gig during the midnight hours. anyone? anything? #westernmass
2764,I am looking for a mom or moms who want to earn a full time income while working from home! All you need is a... https://t.co/GMoVaokf6x,0,i am looking for a mom or moms who want to earn a full time income while working from home! all you need is a... https://t.co/gmovaokf6x
2008,everyone at my new job calls me Kimberly &amp; I feel like this is a great opportunity for me to have an alter ego,1,everyone at my new job calls me kimberly &amp; i feel like this is a great opportunity for me to have an alter ego
2092,Top Story: Looking for a great career? Get Hired! https://t.co/1vxCFQSFja  #jobs #trending #jobsearch #career #job #gethired #hired #job https://t.co/6Jak1J2OG5,0,top story: looking for a great career? get hired! https://t.co/1vxcfqsfja  #jobs #trending #jobsearch #career #job #gethired #hired #job https://t.co/6jak1j2og5
7637,A2: Im currently not working but I am looking forward to use more of the suggested leanings like  cost per conversion etc. #mgmt6650,0,a2: im currently not working but i am looking forward to use more of the suggested leanings like  cost per conversion etc. #mgmt6650
3703,Looking for a job or an internship? Americans for Prosperity is hiring! Apply today! #job https://t.co/fxLuU3OFNU,0,looking for a job or an internship? americans for prosperity is hiring! apply today! #job https://t.co/fxluu3ofnu
4734,Anyone kno of places near glassboro thats hiring? #mommyneedsajob,0,anyone kno of places near glassboro thats hiring? #mommyneedsajob
1743,Laid off Friday unemployment office Monday sigh,0,laid off friday unemployment office monday sigh
1982,I should of starting working at this new job this week now Im home bored asf,1,i should of starting working at this new job this week now im home bored asf
4841,Anyone working in retail know places hiring ???,0,anyone working in retail know places hiring ???
7626,I got the position! I am now a part-time sports clerk for the Charleston Gazette!,1,i got the position! i am now a part-time sports clerk for the charleston gazette!
2115,Searching for #work in Albuquerque NM? Send your #resume to New Mexico State Personnel Office. http://t.co/iCPzGjdNAw #gethired,0,searching for #work in albuquerque nm? send your #resume to new mexico state personnel office. http://t.co/icpzgjdnaw #gethired
2356,Is anywhere hiring?? Someone please tell me of somewhere,0,is anywhere hiring?? someone please tell me of somewhere
5629,If only been laid off for 2 days are i have a potential job lined up. I must be lucky or something.,0,if only been laid off for 2 days are i have a potential job lined up. i must be lucky or something.
932,Got hired to be a music reviewer again next semester but idk if I should take the position or not? Hmm.. decisions decisions.,1,got hired to be a music reviewer again next semester but idk if i should take the position or not? hmm.. decisions decisions.
7510,Got hired for one job last week and just got offered a job with the charity I volunteer for today #blessings,1,got hired for one job last week and just got offered a job with the charity i volunteer for today #blessings
1582,Looking for a job? Assistant Project Manager - Wind Energy Group (IRC11056)Job Details at M. A. M... http://t.co/ZH10ujjfJQ #green #jobs,0,looking for a job? assistant project manager - wind energy group (irc11056)job details at m. a. m... http://t.co/zh10ujjfjq #green #jobs
2601,Job fired you? Or laid you off?Looking for a job and no one will hire you?Hire yourself  this has worked for... http://t.co/fR0Wx7N4vJ,0,job fired you? or laid you off?looking for a job and no one will hire you?hire yourself  this has worked for... http://t.co/fr0wx7n4vj
5028,So I decided to delete my Twitter in a couple days so I dont get fired when I start working at this new job for something I put up,1,so i decided to delete my twitter in a couple days so i dont get fired when i start working at this new job for something i put up
3018,Ok so I just started my new job and found out 4 of the girls I work with are lesbians,1,ok so i just started my new job and found out 4 of the girls i work with are lesbians
1190,2 weeks ago I got laid off 2 weeks later I got 2 jobs paying more than the one that laid me off! 😁😳,1,2 weeks ago i got laid off 2 weeks later i got 2 jobs paying more than the one that laid me off! 😁😳
5641,As of now I am officially laid off. Yippee.,0,as of now i am officially laid off. yippee.
3302,I got fired today......,0,i got fired today......
1548,This week I got into a massive fight with the guy who got me pregnant got fired from my job broke my new phone and tomorrow I have to go get std testing done because I was raped a few weeks ago. It’s only Wednesday. If there is a higher power it wants me to give up.,0,this week i got into a massive fight with the guy who got me pregnant got fired from my job broke my new phone and tomorrow i have to go get std testing done because i was raped a few weeks ago. it’s only wednesday. if there is a higher power it wants me to give up.
3188,Well my life has changed again. I was laid off from my position yesterday due to sales has decreased drastically... http://t.co/NtesFPKvky,0,well my life has changed again. i was laid off from my position yesterday due to sales has decreased drastically... http://t.co/ntesfpkvky
7589,#WWE has hired me in the short term to replace superstar Sheamus who will miss 4-6 months with a torn labrum. #BadBartkowski #Fella,1,#wwe has hired me in the short term to replace superstar sheamus who will miss 4-6 months with a torn labrum. #badbartkowski #fella
3056,Today I made a customers day and a customer made mine: So I recently started a second job working in retail ... http://t.co/osuM8pFwt2,1,today i made a customers day and a customer made mine: so i recently started a second job working in retail ... http://t.co/osum8pfwt2
2884,After 141 days of unemployment I am so excited to be at work tomorrow morning!,1,after 141 days of unemployment i am so excited to be at work tomorrow morning!
1173,Got laid off and rehired by the same people as full time 1-2 weeks later..,1,got laid off and rehired by the same people as full time 1-2 weeks later..
43,Ill check this out within the coming days because Ive been terminated laid off and or locked out from my previous job. Thank you benefits,0,ill check this out within the coming days because ive been terminated laid off and or locked out from my previous job. thank you benefits
716,Guess I am fired not showing up last two days. Well I was gonna he tossed like garbage on a key error or whatever,0,guess i am fired not showing up last two days. well i was gonna he tossed like garbage on a key error or whatever
2916,RT @DrunkenGeeBee: Just got offered a position doing what I want to do and at about a 20% raise from the job that fired me. So yay today!!,1,rt @drunkengeebee: just got offered a position doing what i want to do and at about a 20% raise from the job that fired me. so yay today!!
5748,Anyone know any places that are hiring bc im really close to quitting and walking out,0,anyone know any places that are hiring bc im really close to quitting and walking out
4066,whatever i got hired today so thats good,1,whatever i got hired today so thats good
3673,2nd day at my new job still sitting around doing paperwork. Thats going to end real quick cant wait to start!,1,2nd day at my new job still sitting around doing paperwork. thats going to end real quick cant wait to start!
2175,Searching for #work in Cleveland OH? Send your #resume to Amotec Inc.. http://t.co/bNF6YGmSrA #gethired,0,searching for #work in cleveland oh? send your #resume to amotec inc.. http://t.co/bnf6ygmsra #gethired
408,#Job #NewJersey Entry Level/Management Customer Service Positions: NJ-Trenton What Are You Worth? Beginning a... http://t.co/YV7CA9H5ng,0,#job #newjersey entry level/management customer service positions: nj-trenton what are you worth? beginning a... http://t.co/yv7ca9h5ng
4103,I got hired again to babysit and made $30 I FEEL RICH!!!!,1,i got hired again to babysit and made $30 i feel rich!!!!
3281,Looking for that perfect job? Download the BlazeJobs app now! #okcjobs #job #nowhiring #getfiredhttps://t.co/fSivfOKPmx,0,looking for that perfect job? download the blazejobs app now! #okcjobs #job #nowhiring #getfiredhttps://t.co/fsivfokpmx
5073,When I woke up this morning I did not think that I would be fired from asked to return to and quit the same job all within a span of 2 hrs,0,when i woke up this morning i did not think that i would be fired from asked to return to and quit the same job all within a span of 2 hrs
5015,Ive been at my new job for a week and I just broke a fucking table in half so Im sure Im getting fired.,1,ive been at my new job for a week and i just broke a fucking table in half so im sure im getting fired.
5264,I can sleep late and still get in dumb sleep.... that unemployed lifestyle,0,i can sleep late and still get in dumb sleep.... that unemployed lifestyle
7370,I quit my job yesterday and start my new job on Monday. Dad calls me this morning: How does it feel to be an unemployed Mexican? #jokester,1,i quit my job yesterday and start my new job on monday. dad calls me this morning: how does it feel to be an unemployed mexican? #jokester
7603,Now hiring: Unemployed or laid off? Hiring ASAP!! 35k-60k 1st Yr http://t.co/TUabmezD9M,0,now hiring: unemployed or laid off? hiring asap!! 35k-60k 1st yr http://t.co/tuabmezd9m
982,If youre a hard worker and interested in making real money as a delivery driver hmu and Ill get you hired,0,if youre a hard worker and interested in making real money as a delivery driver hmu and ill get you hired
3773,i was employed for two days but now i am Unemployed,1,i was employed for two days but now i am unemployed
2202,Starting week #2 of being unemployed and I am still freaking out :( I need a job and soon...,0,starting week #2 of being unemployed and i am still freaking out :( i need a job and soon...
4485,Ummmm anyone hiring ?? Need a good paying job asap,0,ummmm anyone hiring ?? need a good paying job asap
924,Got hired  t best buy mobile last week &amp; today I have an interview with FedEx for a customer service rep position! #needthat-,1,got hired  t best buy mobile last week &amp; today i have an interview with fedex for a customer service rep position! #needthat-
2339,oh man im like unemployed for three days. but also new job in three days! also also three day weekend!,1,oh man im like unemployed for three days. but also new job in three days! also also three day weekend!
6380,I got fired from one job today &amp; hopped on another job today &amp; start tomorrow man god is good. #bless🙏,1,i got fired from one job today &amp; hopped on another job today &amp; start tomorrow man god is good. #bless🙏
4975,I got fired from my job today,0,i got fired from my job today
116,Lost my job yesterday. Jus got hired again LOLLL,1,lost my job yesterday. jus got hired again lolll
7178,Looking for work?  Are you unemployed?  We are now hiring. http://t.co/uwCbHWfUuh http://t.co/hIAJMSf8Yp,0,looking for work?  are you unemployed?  we are now hiring. http://t.co/uwcbhwfuuh http://t.co/hiajmsf8yp
6851,3 yrs ago I was #unemployed but today I work when I want from home. Heres where I started for FREE! https://t.co/LnOwNmremq #BMRTG #TGIF,0,3 yrs ago i was #unemployed but today i work when i want from home. heres where i started for free! https://t.co/lnownmremq #bmrtg #tgif
604,Who calls somebody this late at night to tell them theyre hired!?!,1,who calls somebody this late at night to tell them theyre hired!?!
3311,i got fired and then rehired haha,1,i got fired and then rehired haha
7368,Im sitting at my new job 15 minutes before my first shift &amp; its so busy I want to quit.,1,im sitting at my new job 15 minutes before my first shift &amp; its so busy i want to quit.
3354,I Got Fired  &amp; Rehired lol,1,i got fired  &amp; rehired lol
1264,I might be interested in working at best buy.,0,i might be interested in working at best buy.
4799,I GOT A JOB. AFTER A MONTH AND A HALF OF DESPERATELY SEARCHING AND BEING UNEMPLOYED I GOT A JOB!!! NOT... http://t.co/2ySacheO0R,1,i got a job. after a month and a half of desperately searching and being unemployed i got a job!!! not... http://t.co/2ysacheo0r
6957,I Quit My #Job To Be A Travel Writer And Now Im Broke And Unemployed https://t.co/TJookgIRVd https://t.co/BZ8wIQgH0y,0,i quit my #job to be a travel writer and now im broke and unemployed https://t.co/tjookgirvd https://t.co/bz8wiqgh0y
130,Craziest thing happened to me today..i lost my job..then got hired by another one an hour later..pure awesomeness,1,craziest thing happened to me today..i lost my job..then got hired by another one an hour later..pure awesomeness
3825,I am now a working man.,1,i am now a working man.
3328,Quit my job last night got hired on the spot this morning.,1,quit my job last night got hired on the spot this morning.
2711,#Job #Austin Tutor Positions-Sylvan Learning(South Austin) (South Austin): Sylvan Learning is looking for dyna... http://t.co/fQYfrKO0rm,0,#job #austin tutor positions-sylvan learning(south austin) (south austin): sylvan learning is looking for dyna... http://t.co/fqyfrko0rm
2967,So my job just offered me my position full time just after me working two weeks which I did full time..,1,so my job just offered me my position full time just after me working two weeks which i did full time..
7383,I started a new job yesterday and I think I want to quit already omg what am I doing,1,i started a new job yesterday and i think i want to quit already omg what am i doing
2383,Interested in sports law? Law firm hiring someone to help represent schools in NCAA compliance and infraction cases: http://t.co/e2ZLscv4m0,0,interested in sports law? law firm hiring someone to help represent schools in ncaa compliance and infraction cases: http://t.co/e2zlscv4m0
1979,I recently quit my job to make $9023 from my phone PRESS THE LINK INSIDE BIO to do it too https://t.co/E9a1gJhVqX,0,i recently quit my job to make $9023 from my phone press the link inside bio to do it too https://t.co/e9a1gjhvqx
2221,Have you seen my mid-week video? I decided to vlog whilst unemployed! http://t.co/HrrU0wdnx7 #lbloggers #crazybloggers #bdib,0,have you seen my mid-week video? i decided to vlog whilst unemployed! http://t.co/hrru0wdnx7 #lbloggers #crazybloggers #bdib
6980,Ive been working at my 1st job for little over a month &amp;I forgot I worked today &amp; now I feel like shit cause Im worried Im gonna be fired,1,ive been working at my 1st job for little over a month &amp;i forgot i worked today &amp; now i feel like shit cause im worried im gonna be fired
3296,I got fired today then hired seconds later HA!! #MyLife,1,i got fired today then hired seconds later ha!! #mylife
2963,I lost followers for announcing my new position as a software developer. Niggas is haters forreal,1,i lost followers for announcing my new position as a software developer. niggas is haters forreal
4409,Currently at work looking for new jobs so I can quit my gas station job.,0,currently at work looking for new jobs so i can quit my gas station job.
969,I had 2 job interviews today &amp; nailed both. got the offer for both position on the spot! now I just gotta pick.,0,i had 2 job interviews today &amp; nailed both. got the offer for both position on the spot! now i just gotta pick.
2976,I went to a job interview and got offered a supervisor position. Look at God,1,i went to a job interview and got offered a supervisor position. look at god
3955,My life just got 5 times harder got hired at Abercrombie &amp; Fitch man over night! God has been to good to me!,1,my life just got 5 times harder got hired at abercrombie &amp; fitch man over night! god has been to good to me!
5575,I also had an internship and quit it since the time we talked. Im looking  for a new one as we speak.,0,i also had an internship and quit it since the time we talked. im looking  for a new one as we speak.
1443,Need to Make a Career Move?  Need a New Job?  Unemployed? @leezabyers Can Help: http://t.co/TM8D0jFSEs,0,need to make a career move?  need a new job?  unemployed? @leezabyers can help: http://t.co/tm8d0jfses
256,i think i just got a job??? meemployed????????,1,i think i just got a job??? meemployed????????
4829,I learn by fucking up shit. In other news I am unemployed,0,i learn by fucking up shit. in other news i am unemployed
3890,#Abbott is hiring a 2015 #National Black #MBA Opportunities apply now! (#Illinois) #job https://t.co/byg4s1rAC7,0,#abbott is hiring a 2015 #national black #mba opportunities apply now! (#illinois) #job https://t.co/byg4s1rac7
1402,Unemployed Under-Employed Unhappily Employed? Find jobs &amp; career solutions on LinkedIn in JCD The Job Seeker &amp;... http://t.co/7yGVPujzCw,0,unemployed under-employed unhappily employed? find jobs &amp; career solutions on linkedin in jcd the job seeker &amp;... http://t.co/7ygvpujzcw
88,Went job hunting today and the 1st place I went was boca tanning I got hired on the spot without even filling out an application☺️ #yayme,1,went job hunting today and the 1st place i went was boca tanning i got hired on the spot without even filling out an application☺️ #yayme
4981,so i got fired today,0,so i got fired today
4084,Got hired at @Starbucks today and tried the Pumpkin Spice Latte and it was so good,1,got hired at @starbucks today and tried the pumpkin spice latte and it was so good
946,right so today I went to apply for a cashier position at this restaurant and it was hella fancy and I had no,0,right so today i went to apply for a cashier position at this restaurant and it was hella fancy and i had no
2795,got hired at two places todayand got all my homework done ahead of time. adderal goes the hardest,1,got hired at two places todayand got all my homework done ahead of time. adderal goes the hardest
780,New Yorkers: its hard to compete with the sunny weatherbut we have an intern position you might be interested in. check us out on FB.,0,new yorkers: its hard to compete with the sunny weatherbut we have an intern position you might be interested in. check us out on fb.
6602,Here is a job opportunity with a company that is working with our school:ROLE: Event WorkerIN SHORT:We are a... http://t.co/hM78jIIYIO,0,here is a job opportunity with a company that is working with our school:role: event workerin short:we are a... http://t.co/hm78jiiyio
6112,Google posted a job you might be interested in: Business Intern 2015 - São Paulo Area Brazil BR.,0,google posted a job you might be interested in: business intern 2015 - são paulo area brazil br.
7115,Just got fired.  I know I should be worried about being unemployed BUT IM SO HAPPY I FEEL LIKE SKIPPING IN CIRCLES!,0,just got fired.  i know i should be worried about being unemployed but im so happy i feel like skipping in circles!
4819,I have taken over 40 pictures of my brothers cat. TRUE LIFE: I am an unemployed cat sitter.,0,i have taken over 40 pictures of my brothers cat. true life: i am an unemployed cat sitter.
6537,I recently started a new position and I truly feel as though I am at the right place doing the right thing at the right time! #lifeisgreat,1,i recently started a new position and i truly feel as though i am at the right place doing the right thing at the right time! #lifeisgreat
3533,I didnt fire anyone today. I suppose thats a good first day to position myself is a benevolent leader.,1,i didnt fire anyone today. i suppose thats a good first day to position myself is a benevolent leader.
5631,I am having blackouts at work and saying crazy things that have gotten me temporarily laid off. Is this stress or PTSD or neurogenic syncope or.... I just finished with my awful awful brain.,0,i am having blackouts at work and saying crazy things that have gotten me temporarily laid off. is this stress or ptsd or neurogenic syncope or.... i just finished with my awful awful brain.
2149,Searching for #work in Scranton PA? Send your #resume to Judicial Branch. http://t.co/amKhs7c8Oc #gethired,0,searching for #work in scranton pa? send your #resume to judicial branch. http://t.co/amkhs7c8oc #gethired
2866,Ahh last day on the bench. starting work Monday what do I do with my last day of unemployment!!??,1,ahh last day on the bench. starting work monday what do i do with my last day of unemployment!!??
2200,Officially unemployed. Im gonna miss all the little kids from work some good memories with them.,0,officially unemployed. im gonna miss all the little kids from work some good memories with them.
3709,Looking for a freelance position? - Check out #jobsboard with 50822+ jobs includings freelance work - http://t.co/bUfvdLRs9v,0,looking for a freelance position? - check out #jobsboard with 50822+ jobs includings freelance work - http://t.co/bufvdlrs9v
2941,I ALSO GOT PROMOTED TODAY  finally have a management position 🎉,1,i also got promoted today  finally have a management position 🎉
3372,This Week Couldnt Get any Better. #Seahawks Still Playing Return Of The #Sonics &amp; I Got Hired.,1,this week couldnt get any better. #seahawks still playing return of the #sonics &amp; i got hired.
6619,here is a cool job opportunity at my company in our Boston office. youd get to work with me! writing/engineering: http://t.co/oTFW37S81B,0,here is a cool job opportunity at my company in our boston office. youd get to work with me! writing/engineering: http://t.co/otfw37s81b
6606,Heres a work-from-home opportunity to explore your passion for #fitness &amp; #nutrition. #hiring #careers #BeTheForce https://t.co/sdzyNSXmEe,0,heres a work-from-home opportunity to explore your passion for #fitness &amp; #nutrition. #hiring #careers #betheforce https://t.co/sdzynsxmee
1985,I recently started my first #law job. I am feeling overwhelmed. Any advice? https://t.co/RNsmj6AEyB,1,i recently started my first #law job. i am feeling overwhelmed. any advice? https://t.co/rnsmj6aeyb
1179,Got laid off today. If 2016 could stop trying to crush my fucking soul...I would be so grateful.,0,got laid off today. if 2016 could stop trying to crush my fucking soul...i would be so grateful.
6539,Of course when I tell my old job about my new job they offer me a full time position. Where was that about 3 weeks ago?,1,of course when i tell my old job about my new job they offer me a full time position. where was that about 3 weeks ago?
2430,Looking to Hire or Be Hired? Turn to Social Media (Job Recruiters Love It Too) http://t.co/26aUm1zStc via @marketingprofs #socialmedia,0,looking to hire or be hired? turn to social media (job recruiters love it too) http://t.co/26aum1zstc via @marketingprofs #socialmedia
5662,Just got laid off so making music is keeping me spirits up:) https://t.co/1R6347CLMU,0,just got laid off so making music is keeping me spirits up:) https://t.co/1r6347clmu
1562,I got fired from one of my jobs bitch Im straight to the Welfare office like can i get some food stamps or nah,0,i got fired from one of my jobs bitch im straight to the welfare office like can i get some food stamps or nah
4791,I have been working my ass off applying for jobs networking and volunteering and somehow 5 months after budget cuts Im still unemployed.,0,i have been working my ass off applying for jobs networking and volunteering and somehow 5 months after budget cuts im still unemployed.
6565,does anybody thats working know if the place youre working at is hiring? needa job,0,does anybody thats working know if the place youre working at is hiring? needa job
934,I got the pharm. tech position on the spot. I got the email to start my job at the hospital on the 3rd today I got a large check for my car,1,i got the pharm. tech position on the spot. i got the email to start my job at the hospital on the 3rd today i got a large check for my car
4183,So as of 430 today I am currently unemployed again :( although we still have one paycheck left,0,so as of 430 today i am currently unemployed again :( although we still have one paycheck left
2338,Ive been unemployed now for about 5 days...I am not about this life #ineedanotherjob,0,ive been unemployed now for about 5 days...i am not about this life #ineedanotherjob
358,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/wResUHuArJ,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/wresuhuarj
5781,Whos hiring?! So I can quit my current job,0,whos hiring?! so i can quit my current job
7381,Yesterday was the first day at my new job. Cant wait to quit.,1,yesterday was the first day at my new job. cant wait to quit.
2995,My new boss is the nicest guy. Actually looking forward to start working,1,my new boss is the nicest guy. actually looking forward to start working
4055,Today I got a morning run and evening run in got hired on had a taco ... Tuesday complete,1,today i got a morning run and evening run in got hired on had a taco ... tuesday complete
5749,Im looking to quit teaching after 18 years of being an educator Im looking for my niche? Anyone out there hiring? #myniche,0,im looking to quit teaching after 18 years of being an educator im looking for my niche? anyone out there hiring? #myniche
2046,Looking to make a career change? http://t.co/4Ij4flTi9y       #linkedin #monster #hotjobs #gethired #careerbuilder #jobs #hiring #management,0,looking to make a career change? http://t.co/4ij4flti9y       #linkedin #monster #hotjobs #gethired #careerbuilder #jobs #hiring #management
2083,Looking for a Career Change? Join this #Sales / #Marketing team. https://t.co/4uPBz2auIw #gethired #collegeathlete,0,looking for a career change? join this #sales / #marketing team. https://t.co/4upbz2auiw #gethired #collegeathlete
2020,Ight so I started this new job today right so Im in training class and the big manager dude ask who knows someone that works here this,1,ight so i started this new job today right so im in training class and the big manager dude ask who knows someone that works here this
5674,I went from being unemployed to having 4 jobs in two days...my body wasnt,1,i went from being unemployed to having 4 jobs in two days...my body wasnt
1252,This #job might be a great fit for you: LPN/RN Interested in working 12 hour night shifts!! - https://t.co/iJpqtXbN61 #Raleigh NC #Hiring,0,this #job might be a great fit for you: lpn/rn interested in working 12 hour night shifts!! - https://t.co/ijpqtxbn61 #raleigh nc #hiring
755,#Maintenance Technician #Are you interested in an entry-level position with a growingproperty management company? If you are ready to start your career this couldbe the opportunity for you! RHP Properties* ( https://t.co/2NXiLmE1pD via @jobsearchmoney #jobs #search https://t.co/DP3a3YL2As,0,#maintenance technician #are you interested in an entry-level position with a growingproperty management company? if you are ready to start your career this couldbe the opportunity for you! rhp properties* ( https://t.co/2nxilme1pd via @jobsearchmoney #jobs #search https://t.co/dp3a3yl2as
6376,I am a 4.0 GPA student w/ lots of experience. I got hired today for $15 an hour. I wonder who will get fired when they raise the wage to $15,1,i am a 4.0 gpa student w/ lots of experience. i got hired today for $15 an hour. i wonder who will get fired when they raise the wage to $15
3520,Fired my best friend today accepting applications for the new position https://t.co/RsJPSXEALe,0,fired my best friend today accepting applications for the new position https://t.co/rsjpsxeale
1193,Good news bad news time. Bad news I got laid off from one of my jobs. Good news just got a  position at one of the 8+ Gamestops near me,1,good news bad news time. bad news i got laid off from one of my jobs. good news just got a  position at one of the 8+ gamestops near me
5715,On my way to my first day at my new job after being unemployed for what felt like forever. Im tired as hell but Im stoked.,1,on my way to my first day at my new job after being unemployed for what felt like forever. im tired as hell but im stoked.
17,I was recently laid off by a large bank. Today they sent me a credit line increase and some fake CC checks. Dont they know Im out of work?,0,i was recently laid off by a large bank. today they sent me a credit line increase and some fake cc checks. dont they know im out of work?
7045,I will not be waking up tomorrow to go to that stupid job that i quit! They  can all fuck off! :)  i will be unemployed however oops...,0,i will not be waking up tomorrow to go to that stupid job that i quit! they  can all fuck off! :)  i will be unemployed however oops...
1840,I am looking for a #BookingAgent looking for great sales person For more info and to apply:  http://t.co/IjViG3EACn #jobs via @skillpages,0,i am looking for a #bookingagent looking for great sales person for more info and to apply:  http://t.co/ijvig3eacn #jobs via @skillpages
