id,text,class,ProcessedText,ProcessedText_length
7591,Ingram Micro posted a job you might be interested in: Cloud Business Manager - Orange County California Area US.,0,ingram micro posted a job you might be interested in: cloud business manager - orange county california area us.,19
6285,Microsoft posted a job you might be interested in. Senior GD&amp;I Manager - Greater Seattle Area US via LinkedIn.,0,microsoft posted a job you might be interested in. senior gd&amp;i manager - greater seattle area us via linkedin.,19
8712,Looking for a new career opportunity in 2019?  Join our Consumer Leadership team for a Career Fair on Tuesday December 18th from 5:00pm-7:00pm.   Learn why BOK Financial was chosen by @Glassdoor Best Place to Work in 2019!  #LookatBOKF #BPTW    13230 W. Little York 77041,0,looking for a new career opportunity in 2019?  join our consumer leadership team for a career fair on tuesday december 18th from 5:00pm-7:00pm.   learn why bok financial was chosen by @glassdoor best place to work in 2019!  #lookatbokf #bptw    13230 w. little york 77041,51
135,whats funny is the job i had today wasnt even mine the guy didnt show up at all i just took over &amp; the designer hired me #blessed💃🏽,1,whats funny is the job i had today wasnt even mine the guy didnt show up at all i just took over &amp; the designer hired me #blessed💃🏽,28
372,I am getting no hours at work. Searching for a new job.,0,i am getting no hours at work. searching for a new job.,12
4831,I know I am. Since my contract ended #unemployed I have readjusted my life priorities to focus on stuff that makes me happy people I love,0,i know i am. since my contract ended #unemployed i have readjusted my life priorities to focus on stuff that makes me happy people i love,26
7126,Ive been unemployed 8 months ask me how many people referred me to anything.,0,ive been unemployed 8 months ask me how many people referred me to anything.,14
4091,Lol not sure why but today I got hired for a real job,1,lol not sure why but today i got hired for a real job,13
1650,But people ask me I cant believe you quit your job to find a new one lol you know how hard it is to job search when you work office hours,0,but people ask me i cant believe you quit your job to find a new one lol you know how hard it is to job search when you work office hours,31
8838,i just got hired as a sales rep yesterday at dish network. as of today im the manager in charge of my own squad.#GreatWorkEthic,1,i just got hired as a sales rep yesterday at dish network. as of today im the manager in charge of my own squad.#greatworkethic,24
7592,Here is an opportunity for you to create a #startups and become an online #entrepreneur. Get your start here. - http://t.co/LnOwNmremq,0,here is an opportunity for you to create a #startups and become an online #entrepreneur. get your start here. - http://t.co/lnownmremq,21
5739,I was unemployed for 4 months and about to give up. Then I just got 2 jobs in the past 24 hours. Life is unpredictable.,1,i was unemployed for 4 months and about to give up. then i just got 2 jobs in the past 24 hours. life is unpredictable.,25
4086,finally I got hired! thank god after I move its gonna be 5-10mins away.,1,finally i got hired! thank god after i move its gonna be 5-10mins away.,14
284,I got hired a week ago but I havent started yet like what gives,1,i got hired a week ago but i havent started yet like what gives,14
2728,#Job #Gadsden Over the Road Driver Company Driver Needed! (USA): Immediate position available for experienced ... https://t.co/rM99CVhBfk,0,#job #gadsden over the road driver company driver needed! (usa): immediate position available for experienced ... https://t.co/rm99cvhbfk,17
3350,my dad just fired and rehired me within five minutes so thats fun.,1,my dad just fired and rehired me within five minutes so thats fun.,13
1106,#NashvilleGigs I AM SEEKING A CRAIGSLIST POSTER. EARN EXTRA CASH POSTING ADS http://t.co/RxKM3YzGJ9 #Nashville #NashvilleJobs #gigs,0,#nashvillegigs i am seeking a craigslist poster. earn extra cash posting ads http://t.co/rxkm3yzgj9 #nashville #nashvillejobs #gigs,16
7094,My boobs are loving this unemployed thing. They dont have to go to boob jail everyday. #NewGirl,0,my boobs are loving this unemployed thing. they dont have to go to boob jail everyday. #newgirl,17
1126,I am getting a job as a trader on Wall Street and buying a house in New Jersey. Also I have found Jesus.,1,i am getting a job as a trader on wall street and buying a house in new jersey. also i have found jesus.,23
6777,does anybody thats working know if the place youre working at is hiring? needa job,0,does anybody thats working know if the place youre working at is hiring? needa job,15
8697,Looking for greater challenges new opportunities and a working environment that lets you challenge yourself and showcase your skills? Look no further! Join us: Intern https://t.co/VIaGW2Lqtb #Veterans #CareerArc,0,looking for greater challenges new opportunities and a working environment that lets you challenge yourself and showcase your skills? look no further! join us: intern https://t.co/viagw2lqtb #veterans #careerarc,28
4753,Now whos hiring?!?!,0,now whos hiring?!?!,3
4065,So I got hired today yay,1,so i got hired today yay,6
8777,Looking for a job? Project Manager I - Wind Energy Group (IRC9852)Job Details at M. A. Mortenson ... http://t.co/AR6c2sySUt #green #jobs,0,looking for a job? project manager i - wind energy group (irc9852)job details at m. a. mortenson ... http://t.co/ar6c2sysut #green #jobs,21
3599,Going 2 be unemployed for a week until my new job starts but I cant afford that wait so now I gotta sell my body like the bonafide hoe I am,1,going 2 be unemployed for a week until my new job starts but i cant afford that wait so now i gotta sell my body like the bonafide hoe i am,31
84,Got hired at a bank life is good,1,got hired at a bank life is good,8
8605,Employed? Unemployed?Join the Network of Employable professionals at https://t.co/zxLDzgc4uJ Get Listed!&gt;&gt;&gt;Get Noticed&gt;&gt;&gt;Get Employed,0,employed? unemployed?join the network of employable professionals at https://t.co/zxldzgc4uj get listed!&gt;&gt;&gt;get noticed&gt;&gt;&gt;get employed,13
2286,Looking for a job a new career or more job satisfaction? 51 Career and Job Affirmations. http://t.co/Zkv30ItwAy,0,looking for a job a new career or more job satisfaction? 51 career and job affirmations. http://t.co/zkv30itway,17
3525,Working earlier now in my new position. I am more than thankful for it. Thank you Lord.,1,working earlier now in my new position. i am more than thankful for it. thank you lord.,17
3510,I set my goal earlier this year. Now I work on it. Resumes sent out tonight for Electrical Supervisor positions. Lets see what happens.,0,i set my goal earlier this year. now i work on it. resumes sent out tonight for electrical supervisor positions. lets see what happens.,24
495,Well I didnt get fired on my first day at my new big girl job so thats something I can be proud of for fifteen minutes.,1,well i didnt get fired on my first day at my new big girl job so thats something i can be proud of for fifteen minutes.,26
7327,So I got a part time job counseling kids and families. Was fired today. Riding Harleys and smoking cigars was cited as reason. Bad example.,0,so i got a part time job counseling kids and families. was fired today. riding harleys and smoking cigars was cited as reason. bad example.,25
520,Yea Im happy I got a new job. This white lady at my old job wouldve been hype this morning if I went in. I wouldve gotten fired today.,1,yea im happy i got a new job. this white lady at my old job wouldve been hype this morning if i went in. i wouldve gotten fired today.,29
6850,Dell posted a job you might be interested in: Network Design Consultant - Dallas/Fort Worth Area US.,0,dell posted a job you might be interested in: network design consultant - dallas/fort worth area us.,17
5981,I was hired! 😄🎉💕,1,i was hired! 😄🎉💕,4
3141,My uncle told me since I lost my job if Im not working soon I can come back to the jungle. I responded by getting one fast cuz I never quit!,1,my uncle told me since i lost my job if im not working soon i can come back to the jungle. i responded by getting one fast cuz i never quit!,31
5430,I got fired wednesday now I have orientation wednesday look how God works.,1,i got fired wednesday now i have orientation wednesday look how god works.,13
4502,Anyone needing a job? Five Guys Burgers and Fries ( Uptown Station in Fort Walton ) is now hiring crew members.... http://t.co/D4xrCYDZHJ,0,anyone needing a job? five guys burgers and fries ( uptown station in fort walton ) is now hiring crew members.... http://t.co/d4xrcydzhj,22
1352,Interested in a #job near #Mesquite TX? This could be a great fit: https://t.co/C5lequ0zFW #Labor #Hiring #CareerArc,0,interested in a #job near #mesquite tx? this could be a great fit: https://t.co/c5lequ0zfw #labor #hiring #careerarc,17
2516,Looking for a new opportunity at a company that values employee engagement hard work and community - with a whole lot of fun mixed in? Consider applying for our Administrative Assistant Position! Details in the link below: https://t.co/0IzrjcFozg https://t.co/GuHIIkbOh2,0,looking for a new opportunity at a company that values employee engagement hard work and community - with a whole lot of fun mixed in? consider applying for our administrative assistant position! details in the link below: https://t.co/0izrjcfozg https://t.co/guhiikboh2,39
3530,I got the phone call for a better position @ my job you know this a good week for me,0,i got the phone call for a better position @ my job you know this a good week for me,20
6511,I am working on a new FT Business Analyst position with a growing company in the Hunt Valley area. My client is hiring immediately! Want to…,0,i am working on a new ft business analyst position with a growing company in the hunt valley area. my client is hiring immediately! want to…,26
1435,RT @Neil_ODonnell: Unemployed or looking for a new career path? Discuss options with a certified career coach https://t.co/bVetho3MN1 #jobv…,0,rt @neil_odonnell: unemployed or looking for a new career path? discuss options with a certified career coach https://t.co/bvetho3mn1 #jobv…,19
5819,one of our hostesses quit today so Chilis is hiring !!,0,one of our hostesses quit today so chilis is hiring !!,11
4009,Not gonna lie if I get hired at this new job Im gonna miss my coworkers at McDonalds well some of them.,0,not gonna lie if i get hired at this new job im gonna miss my coworkers at mcdonalds well some of them.,22
349,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/eXIeEZM9cC,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/exieezm9cc,15
9010,Unemployed? Use The Social Web App to see open Social Media positions. http://t.co/p2cUeusKjL #unemployed #jobs,1,unemployed? use the social web app to see open social media positions. http://t.co/p2cueuskjl #unemployed #jobs,15
70,hmmm to become a full time streamer since i got laid off? hmmmmmmmmmm yeah right better off with selling my body.,0,hmmm to become a full time streamer since i got laid off? hmmmmmmmmmm yeah right better off with selling my body.,21
6809,Looking for work for the summer . Anyone know where they are hiring??,0,looking for work for the summer . anyone know where they are hiring??,13
4444,does anyone know of any jobs hiring rn????,0,does anyone know of any jobs hiring rn????,8
2757,I am looking for a social worker internship. If anyone knows of anything please let me know. I have to have an internship by June,0,i am looking for a social worker internship. if anyone knows of anything please let me know. i have to have an internship by june,25
9018,I got the position! I am now a part-time sports clerk for the Charleston Gazette!,1,i got the position! i am now a part-time sports clerk for the charleston gazette!,15
6261,Heres an opportunity that you wont want to pass up: Supervisor - https://t.co/JfcIk50g1G #Retail #Austin TX #Job #Jobs #Hiring #CareerArc,0,heres an opportunity that you wont want to pass up: supervisor - https://t.co/jfcik50g1g #retail #austin tx #job #jobs #hiring #careerarc,20
8550,Today I was hired to teach skateboarding lessons at a birthday party. It was a group of 10 kids. Out of the 10 only 1 tried skateboarding for about 10 minutes of the 60 minute lesson. The rest of the kids rode scooters. But I did teach a them a scooter trick. Still did my job,1,today i was hired to teach skateboarding lessons at a birthday party. it was a group of 10 kids. out of the 10 only 1 tried skateboarding for about 10 minutes of the 60 minute lesson. the rest of the kids rode scooters. but i did teach a them a scooter trick. still did my job,56
9358,Bitches really put me on medical leave. They lucky I got a second job today,1,bitches really put me on medical leave. they lucky i got a second job today,15
9388,The world’s most famous unemployed quarterback is unemployed no longer.ESPN announced Monday that it has hired... http://t.co/QXOcDjjrC2,1,the world’s most famous unemployed quarterback is unemployed no longer.espn announced monday that it has hired... http://t.co/qxocdjjrc2,17
5760,Guys at my work started talking about anime. I am now unemployed and looking for a new job.,0,guys at my work started talking about anime. i am now unemployed and looking for a new job.,18
3195,my swag is currently middle age dad who while searching for a new job after being laid off has finally landed that dream job hes wanted,1,my swag is currently middle age dad who while searching for a new job after being laid off has finally landed that dream job hes wanted,26
6869,You mightget warnings and write ups can be late for work  And not get fired Only take me one time and I get fired,0,you mightget warnings and write ups can be late for work  and not get fired only take me one time and i get fired,25
1539,Yesterday I got a job and today I got a call from them and I was like oh no this is where they found my Twitter and tell me I’m fired but false alarm it’s all good.,1,yesterday i got a job and today i got a call from them and i was like oh no this is where they found my twitter and tell me i’m fired but false alarm it’s all good.,37
8996,RT @arrowt: If anyones company has any Windows/UNIX/data center positions open let me know please thanks. (I am getting unemployment so.),0,rt @arrowt: if anyones company has any windows/unix/data center positions open let me know please thanks. (i am getting unemployment so.),21
677,Hey so I smacked a bitch today at work cause she would shut the duck up so I had to. So today I got fired and now I am a stay at home mom while my bae is at work,0,hey so i smacked a bitch today at work cause she would shut the duck up so i had to. so today i got fired and now i am a stay at home mom while my bae is at work,40
4095,I got hired at 2 places today! Aye..bitches gettin paper;),1,i got hired at 2 places today! aye..bitches gettin paper;),10
7119,Hell yeah I got the job! :) It all started thanks to http://t.co/9RhBgP5osj #unemployed #resume,1,hell yeah i got the job! :) it all started thanks to http://t.co/9rhbgp5osj #unemployed #resume,15
5050,New job paying me 50 cent more than my old one. Im glad i got fired from that mufucka doe. Bounced back even harder.,1,new job paying me 50 cent more than my old one. im glad i got fired from that mufucka doe. bounced back even harder.,24
3112,So I quit my job today. Does anybody know if Office Depot is looking for animators?,0,so i quit my job today. does anybody know if office depot is looking for animators?,16
2555,Looking for a teaching or education position? @cityyear @cschools &amp; @AUSLChicago are attending the Winter Career &amp; Internship Fair,0,looking for a teaching or education position? @cityyear @cschools &amp; @auslchicago are attending the winter career &amp; internship fair,19
126,Quit my crap job yesterday today I got hired at a restaurant opening in March. #favor,1,quit my crap job yesterday today i got hired at a restaurant opening in march. #favor,16
6763,New position is twice the work for the same pay and my new super seems like a dick. Awesome,1,new position is twice the work for the same pay and my new super seems like a dick. awesome,19
8847,just got hired on to be a Student Events Planner at USC i will be working alongside the Director of Student Events Planner :),1,just got hired on to be a student events planner at usc i will be working alongside the director of student events planner :),24
2931,WELL I GOT OFFICIALLY HIRED FOR THAT CASHIER POSITION AT LEASTWOOP WOOP GIMME DAT INCOME,1,well i got officially hired for that cashier position at leastwoop woop gimme dat income,15
7917,wait ok this time last week i was in philly and TWY just now opens a pop up shop on the same street my hotel was on JFC I QUIT.,0,wait ok this time last week i was in philly and twy just now opens a pop up shop on the same street my hotel was on jfc i quit.,30
3973,I just got hired at a dental office things couldnt get better,1,i just got hired at a dental office things couldnt get better,12
7459,Now baby girl have dumped me. She no longer wants me. Im no longer hired. She says that Ive been fired.,0,now baby girl have dumped me. she no longer wants me. im no longer hired. she says that ive been fired.,21
7644,Are you or someone you know interested in a Account Executive role? Check out this job! #jobs http://t.co/Zlw5ElxJWu,0,are you or someone you know interested in a account executive role? check out this job! #jobs http://t.co/zlw5elxjwu,18
643,Just got hired to clean another store at water side shops named Panerai boutique .. Does anyone know what kind store is that ?,1,just got hired to clean another store at water side shops named panerai boutique .. does anyone know what kind store is that ?,24
2882,After 141 days of unemployment I am so excited to be at work tomorrow morning!,1,after 141 days of unemployment i am so excited to be at work tomorrow morning!,15
1983,Recently I was talking to my therapist about how since I got my new job I stopped crying all the time.,1,recently i was talking to my therapist about how since i got my new job i stopped crying all the time.,21
8779,Looking for a job? Solar Energy Consultant at Company Name Withheld (Ontario CA) http://t.co/Xcvd6PINju #green #jobs,0,looking for a job? solar energy consultant at company name withheld (ontario ca) http://t.co/xcvd6pinju #green #jobs,16
2344,anybody know any places hiring??,0,anybody know any places hiring??,5
8271,I got hired at a Bangladesh sweatshop. Meet my 9-year-old boss [video] http://t.co/QzU28IMnCF #hackernews,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss [video] http://t.co/qzu28imncf #hackernews,14
3018,Ok so I just started my new job and found out 4 of the girls I work with are lesbians,1,ok so i just started my new job and found out 4 of the girls i work with are lesbians,20
9156,My company laid off 500 people today. At least I was told I was getting the axe well in advance.,0,my company laid off 500 people today. at least i was told i was getting the axe well in advance.,20
2381,Anyone looking to work for a great company? The Lowes of Leesburg VA is now hiring. Let me know if you are interested! Hiring 161 people!,0,anyone looking to work for a great company? the lowes of leesburg va is now hiring. let me know if you are interested! hiring 161 people!,26
5897,First day at new job 7 a.m. car crosses the center line coming at me in a sharp curve I ended up off the road and bent a rim on my car.,1,first day at new job 7 a.m. car crosses the center line coming at me in a sharp curve i ended up off the road and bent a rim on my car.,32
2070,Looking to hire or get hired? Check out our Career Fair http://t.co/4DMP0xj9ZR @k985waterloo,0,looking to hire or get hired? check out our career fair http://t.co/4dmp0xj9zr @k985waterloo,13
1666,Just got hired and Im finna quit real quick,1,just got hired and im finna quit real quick,9
493,First day at my big girl job complete. Didnt get fired. Id say Im off to a good start.,1,first day at my big girl job complete. didnt get fired. id say im off to a good start.,19
4476,Anyone know places in CLE/Akron that are hiring?!! I am having a hard time finding a job. Please let me know of any,0,anyone know places in cle/akron that are hiring?!! i am having a hard time finding a job. please let me know of any,23
8452,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/8RY7nmzhIb,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/8ry7nmzhib,15
1039,Just got hired on the spot full time factory job awesome shift very laid back. I am happy 😋😋😋,1,just got hired on the spot full time factory job awesome shift very laid back. i am happy 😋😋😋,19
753,#Maintenance Technician #Are you interested in an entry-level position with a growingproperty management company? If you are ready to start your career this couldbe the opportunity for you! RHP Properties* ( https://t.co/2NXiLmE1pD via @jobsearchmoney #jobs #search https://t.co/DP3a3YL2As,0,#maintenance technician #are you interested in an entry-level position with a growingproperty management company? if you are ready to start your career this couldbe the opportunity for you! rhp properties* ( https://t.co/2nxilme1pd via @jobsearchmoney #jobs #search https://t.co/dp3a3yl2as,37
5792,i have been unemployed for so long kinda enjoying it but hate not having income,0,i have been unemployed for so long kinda enjoying it but hate not having income,15
3383,#Uber fired more people for worse reasons and rehired them back yet wont rehire me for being choosy &amp; actually wanting longer trips #LOL,0,#uber fired more people for worse reasons and rehired them back yet wont rehire me for being choosy &amp; actually wanting longer trips #lol,24
4443,Anyone know any jobs hiring ???,0,anyone know any jobs hiring ???,6
5130,Last week: I was looking for other jobs. This week: got a raise got 2 interviews as well.,0,last week: i was looking for other jobs. this week: got a raise got 2 interviews as well.,18
6671,Hey guys. I still cant get ios7 and I lost my job today lmao what a good day,0,hey guys. i still cant get ios7 and i lost my job today lmao what a good day,18
1830,I am seeking people who have professional service support businesses. Not people who believe they have a business by sales affiliate or ma…,0,i am seeking people who have professional service support businesses. not people who believe they have a business by sales affiliate or ma…,23
3914,#Accounting #Job in #Milwaukee WI: Accounts Payable Coordinator at http://t.co/TqEt5Bf00c #Jobs #TweetMyJobs,0,#accounting #job in #milwaukee wi: accounts payable coordinator at http://t.co/tqet5bf00c #jobs #tweetmyjobs,12
6806,who is hiring that lets you take vacation days whenever and work 10 hour days ??,0,who is hiring that lets you take vacation days whenever and work 10 hour days ??,16
6852,Oomfs just got hired now is on his way bout to get fired,1,oomfs just got hired now is on his way bout to get fired,13
3712,Recently I just been fuckin and making art exactly what I saw myself doing in the future 5 years ago,0,recently i just been fuckin and making art exactly what i saw myself doing in the future 5 years ago,20
5750,I work tomorrow... 😅.. I so understand why people stay unemployed now hahaahha,1,i work tomorrow... 😅.. i so understand why people stay unemployed now hahaahha,13
9291,We are looking for Automotive Detailers for full time positions! Message me if you or anyone you know might be interested.,0,we are looking for automotive detailers for full time positions! message me if you or anyone you know might be interested.,21
6718,Crazy how I lost my job then got a different position at the same company now Im making more,1,crazy how i lost my job then got a different position at the same company now im making more,19
8676,Looking for a new opportunity? Bartlett &amp; West is seeking a public works focused manager to work in Fort Worth TX. https://t.co/6Ni26cVNH1,0,looking for a new opportunity? bartlett &amp; west is seeking a public works focused manager to work in fort worth tx. https://t.co/6ni26cvnh1,22
5468,Long Island town fired me for complaining about racist coworkers https://t.co/YeGWAbEAlO https://t.co/vryxjzgDUv,0,long island town fired me for complaining about racist coworkers https://t.co/yegwabealo https://t.co/vryxjzgduv,12
5813,Nothing like losing your week vacation because someone else quit. Anybody Hiring?,0,nothing like losing your week vacation because someone else quit. anybody hiring?,12
3739,Looking for a #Full #Time Assistant 3rd Shift Grocery Manager Trainee - Central Avenue #jobs http://t.co/yeDq4MSKHg http://t.co/1tkXESwv0t,0,looking for a #full #time assistant 3rd shift grocery manager trainee - central avenue #jobs http://t.co/yedq4mskhg http://t.co/1tkxeswv0t,17
4660,I just got hired at TGIF at the Rim and I already wanna quit and get a job at BJs at the Rim lmao,1,i just got hired at tgif at the rim and i already wanna quit and get a job at bjs at the rim lmao,24
1238,Al-Futtaim Group Real Estate posted a job you might be interested in. Project Manager – Network Development | Auto… …,0,al-futtaim group real estate posted a job you might be interested in. project manager – network development | auto… …,20
2352,Is anywhere hiring?? Someone please tell me of somewhere,0,is anywhere hiring?? someone please tell me of somewhere,9
4054,On the bright side I got hired today and the weather is nice.,1,on the bright side i got hired today and the weather is nice.,13
8795,Looking for a new career? Qualified Staffing has lots of openings- take a look now! #qualifiedstaffing... http://t.co/FVmKXp9Ok1,0,looking for a new career? qualified staffing has lots of openings- take a look now! #qualifiedstaffing... http://t.co/fvmkxp9ok1,17
1977,I should of starting working at this new job this week now Im home bored asf,1,i should of starting working at this new job this week now im home bored asf,16
3602,I have gone from unemployed &amp; going nowhere to 2 jobs &amp; registered for school in about a month . Im proud of me .,1,i have gone from unemployed &amp; going nowhere to 2 jobs &amp; registered for school in about a month . im proud of me .,25
8297,I got hired at a Bangladesh sweatshop. Meet my 9-year-old boss http://t.co/GNZNTQPpC0 via @torontostar,1,i got hired at a bangladesh sweatshop. meet my 9-year-old boss http://t.co/gnzntqppc0 via @torontostar,14
367,I am looking for a videographer who can do some outstanding music videos. I got a project I am working on,0,i am looking for a videographer who can do some outstanding music videos. i got a project i am working on,21
292,OMG I GOT HIRED @ A&amp;F. #Happiness #Menlo,1,omg i got hired @ a&amp;f. #happiness #menlo,8
2127,Looking for a #NewJob? #CareerCast has all your #Job and #Career needs at your fingertips. https://t.co/iG4z5uHE7u #CareerAdvice #GetHired,0,looking for a #newjob? #careercast has all your #job and #career needs at your fingertips. https://t.co/ig4z5uhe7u #careeradvice #gethired,18
6616,Dylan lost his job &amp; I got a job today ...funny,1,dylan lost his job &amp; i got a job today ...funny,11
7730,Looking to launch a career in #Nursing? You might want to consider relocating to one of these 10 cities. https://t.co/3ZVv3AFhPP,0,looking to launch a career in #nursing? you might want to consider relocating to one of these 10 cities. https://t.co/3zvv3afhpp,20
121,Quit my job last Monday and got rehired again today. Woo! So long unemployment,1,quit my job last monday and got rehired again today. woo! so long unemployment,14
5891,I started my full time job about a month ago. Does that mean I can retire now? #kovalchuk,1,i started my full time job about a month ago. does that mean i can retire now? #kovalchuk,18
7345,I quit my job to be a travel writer and now Im broke and unemployed https://t.co/T25xyR7HKR https://t.co/0nJ5qTKVK1,0,i quit my job to be a travel writer and now im broke and unemployed https://t.co/t25xyr7hkr https://t.co/0nj5qtkvk1,17
1111,I am Looking for work in fixing computers or security jobs.https://t.co/HsApvrA7Se#fintech #bitcoin #rimbit #crypto,0,i am looking for work in fixing computers or security jobs.https://t.co/hsapvra7se#fintech #bitcoin #rimbit #crypto,14
4279,They keep saying there is no workforce. What about the 23% of our community that is unemployed? Do we matter? @MayorHodges @mncapitol,0,they keep saying there is no workforce. what about the 23% of our community that is unemployed? do we matter? @mayorhodges @mncapitol,22
5763,Ive Now Been Unemployed For Four Months Now. I Cant Start My New Job Until I Get My Fingerprinting Physical &amp; PPD Test Done.,1,ive now been unemployed for four months now. i cant start my new job until i get my fingerprinting physical &amp; ppd test done.,24
8082,Searching for an accounting position in Knoxville? MVP is seeking a FT GL Specialist. Contact me for info. http://t.co/aCr4FG5j7S,0,searching for an accounting position in knoxville? mvp is seeking a ft gl specialist. contact me for info. http://t.co/acr4fg5j7s,19
6652,So in 4 days I lost my job and my apartment. Ive got 19 days to find a place to stay and income. Im fucked.,0,so in 4 days i lost my job and my apartment. ive got 19 days to find a place to stay and income. im fucked.,25
5321,Hmmm so this is what unemployed people do all day,0,hmmm so this is what unemployed people do all day,10
2799,Went applying today got hired on the spot. Worked a 12 hours shift now Im tired af,1,went applying today got hired on the spot. worked a 12 hours shift now im tired af,17
4105,today i got hired at a nice paying nice job AND I BOUGHT TICKETS TO SEE BOB THE DRAG QUEEN DURING PRIDE WEEKEND,1,today i got hired at a nice paying nice job and i bought tickets to see bob the drag queen during pride weekend,23
2342,weird mind place bc my job made me depressed which led me to drink dangerously but I can tell Im a different depressed being unemployed,0,weird mind place bc my job made me depressed which led me to drink dangerously but i can tell im a different depressed being unemployed,25
3986,That was crazy fast. I applied on Thursday interviewed Monday got hired today (Tuesday) woahhh,1,that was crazy fast. i applied on thursday interviewed monday got hired today (tuesday) woahhh,15
3748,Looking for a new assignment or ft consulting job in the USA? http://t.co/iUt9icxf Very inexpensive to post your spots,0,looking for a new assignment or ft consulting job in the usa? http://t.co/iut9icxf very inexpensive to post your spots,19
3630,Hey I got laid off today. @FBI you hiring?,0,hey i got laid off today. @fbi you hiring?,9
1058,Currently applying for jobs....,0,currently applying for jobs....,4
5445,My work called two hours ago while I was sleeping this is why Im going to get fired not even after a week lol,1,my work called two hours ago while i was sleeping this is why im going to get fired not even after a week lol,24
6235,Ashoka posted a job you might be interested in. Volunteer Fundraiser (Virtual) - United States US via LinkedIn http://t.co/7M0gq58U7e,0,ashoka posted a job you might be interested in. volunteer fundraiser (virtual) - united states us via linkedin http://t.co/7m0gq58u7e,19
2042,Looking to make a career change? http://t.co/4Ij4flTi9y       #linkedin #monster #hotjobs #gethired #careerbuilder #jobs #hiring #management,0,looking to make a career change? http://t.co/4ij4flti9y       #linkedin #monster #hotjobs #gethired #careerbuilder #jobs #hiring #management,21
4625,Today I said fuck it..I quit my job and became a #unicron,0,today i said fuck it..i quit my job and became a #unicron,12
7988,Heres a nifty internship for your unemployed college grad or unemployed college-going teenager.  As an added... http://t.co/JPdSm4AGR9,0,heres a nifty internship for your unemployed college grad or unemployed college-going teenager.  as an added... http://t.co/jpdsm4agr9,18
258,Got hired and fired in the same day😐,1,got hired and fired in the same day😐,8
9099,@hollak77 @cneesam i actually got hired at one in madison and then laid off before my first shift so that was nice,0,@hollak77 @cneesam i actually got hired at one in madison and then laid off before my first shift so that was nice,22
1110,I am job searching for: Work at home jobs! http://t.co/4tgcXWg6JK — Walker Inklebarger (@Walker_marocliv.... http://t.co/Wzgp5pE2qL,0,i am job searching for: work at home jobs! http://t.co/4tgcxwg6jk — walker inklebarger (@walker_marocliv.... http://t.co/wzgp5pe2ql,15
405,#Job #NewJersey Client Services Director – Account Management CPG: NJ-Newark Full Time Permanent Position for... http://t.co/2Z2apfYPYF,0,#job #newjersey client services director – account management cpg: nj-newark full time permanent position for... http://t.co/2z2apfypyf,16
5747,Youre not talking to me lost my zippo unemployed and my best friend hasnt spoken to me in idk how long.,0,youre not talking to me lost my zippo unemployed and my best friend hasnt spoken to me in idk how long.,21
4055,So i got hired today rite away and start tomorrow at my new job,1,so i got hired today rite away and start tomorrow at my new job,14
8537,went to interview today i got the job yall!!!,1,went to interview today i got the job yall!!!,9
961,I went in American Eagle and filled out for a seasonal position less than an hour ago &amp; they just called &amp; ask me to work tomorrow,1,i went in american eagle and filled out for a seasonal position less than an hour ago &amp; they just called &amp; ask me to work tomorrow,27
4098,Got hired today at port of Miami which means I get to meet all the bad bitches on the ship 😍,1,got hired today at port of miami which means i get to meet all the bad bitches on the ship 😍,21
2503,Interested in a #job in #Murfreesboro Tennessee? This could be a great fit: https://t.co/LlleR0g6NU #NowHiring #GetHired #Manufacturing,0,interested in a #job in #murfreesboro tennessee? this could be a great fit: https://t.co/lller0g6nu #nowhiring #gethired #manufacturing,17
6141,I just started my new job like two weeks ago and my boss just took me outside to offer me a new position #NoThanks #ImOuttaHereInTwoMonths,1,i just started my new job like two weeks ago and my boss just took me outside to offer me a new position #nothanks #imouttahereintwomonths,25
8846,Just got hired on to work on the Campaign for Georgette Gomez for City Council.  I like her as a candidate and... https://t.co/PO4sBykLNW,1,just got hired on to work on the campaign for georgette gomez for city council.  i like her as a candidate and... https://t.co/po4sbyklnw,24
6996,Looking for a job as Nurse? ! $1000 bonus - Sign up to drive   #fired #layoff #work https://t.co/XEKH9eaDfG https://t.co/4ilKpZTL3y,0,looking for a job as nurse? ! $1000 bonus - sign up to drive   #fired #layoff #work https://t.co/xekh9eadfg https://t.co/4ilkpztl3y,21
5149,I was fired from my job for being a witch https://t.co/zR5BHkgIfU https://t.co/EwO9ovOy4G,0,i was fired from my job for being a witch https://t.co/zr5bhkgifu https://t.co/ewo9ovoy4g,12
2039,Looking for a new #career in #technical support? Get hired by doing this one thing http://t.co/hPzi6392Dl,0,looking for a new #career in #technical support? get hired by doing this one thing http://t.co/hpzi6392dl,16
